table_source,evaluation_protocol,analysis_family,model_name,modality,modality_combination,feature_strategy,base_feature_set,ablation_name,removed_features,fusion_method,dataset,split,audit_model,control_method,prediction_source,calibration_method,n_samples,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,ece,nll
external_prevalence_recalibration,,,lightgbm,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.518,0.039,0.517,0.123,0.912,0.068,0.099,0.215,0.352
external_prevalence_recalibration,,,lightgbm,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.518,0.039,0.500,0.000,1.000,0.000,0.035,0.012,0.158
external_prevalence_recalibration,,,lightgbm,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.516,0.038,0.523,0.158,0.888,0.073,0.116,0.256,0.397
external_prevalence_recalibration,,,lightgbm,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.516,0.038,0.500,0.000,1.000,0.000,0.034,0.007,0.156
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.496,0.042,0.500,0.070,0.929,0.046,0.115,0.266,0.401
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.496,0.042,0.500,0.000,1.000,0.000,0.033,0.003,0.154
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.498,0.040,0.505,0.049,0.961,0.046,0.119,0.280,0.414
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.498,0.040,0.500,0.000,1.000,0.000,0.033,0.002,0.152
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.495,0.041,0.501,0.067,0.935,0.046,0.114,0.263,0.397
external_prevalence_recalibration,,,lightgbm,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.495,0.041,0.500,0.000,1.000,0.000,0.033,0.003,0.154
external_prevalence_recalibration,,,logistic_regression,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.510,0.038,0.508,0.049,0.968,0.050,0.085,0.202,0.323
external_prevalence_recalibration,,,logistic_regression,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.510,0.038,0.500,0.000,1.000,0.000,0.034,0.003,0.154
external_prevalence_recalibration,,,logistic_regression,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.483,0.036,0.509,0.081,0.938,0.057,0.119,0.271,0.409
external_prevalence_recalibration,,,logistic_regression,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.483,0.036,0.500,0.000,1.000,0.000,0.033,0.003,0.155
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.516,0.037,0.503,0.053,0.954,0.045,0.110,0.258,0.389
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.516,0.037,0.500,0.000,1.000,0.000,0.033,0.003,0.153
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.535,0.042,0.500,0.000,1.000,0.000,0.115,0.285,0.411
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.535,0.042,0.500,0.000,1.000,0.000,0.033,0.000,0.149
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.518,0.039,0.507,0.053,0.961,0.049,0.111,0.261,0.392
external_prevalence_recalibration,,,logistic_regression,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.518,0.039,0.500,0.000,1.000,0.000,0.033,0.002,0.152
external_prevalence_recalibration,,,random_forest,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.524,0.039,0.504,0.021,0.986,0.030,0.102,0.251,0.374
external_prevalence_recalibration,,,random_forest,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.524,0.039,0.500,0.000,1.000,0.000,0.033,0.001,0.151
external_prevalence_recalibration,,,random_forest,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.519,0.037,0.500,0.018,0.982,0.023,0.112,0.269,0.398
external_prevalence_recalibration,,,random_forest,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.519,0.037,0.500,0.000,1.000,0.000,0.033,0.001,0.151
external_prevalence_recalibration,,,random_forest,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.489,0.034,0.504,0.014,0.994,0.024,0.112,0.274,0.401
external_prevalence_recalibration,,,random_forest,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.489,0.034,0.500,0.000,1.000,0.000,0.033,0.001,0.151
external_prevalence_recalibration,,,random_forest,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.498,0.036,0.501,0.007,0.995,0.012,0.117,0.285,0.414
external_prevalence_recalibration,,,random_forest,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.498,0.036,0.500,0.000,1.000,0.000,0.033,0.001,0.150
external_prevalence_recalibration,,,random_forest,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.490,0.034,0.502,0.011,0.993,0.017,0.110,0.269,0.396
external_prevalence_recalibration,,,random_forest,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.490,0.034,0.500,0.000,1.000,0.000,0.033,0.001,0.151
external_prevalence_recalibration,,,xgboost,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.508,0.037,0.508,0.098,0.918,0.057,0.106,0.231,0.369
external_prevalence_recalibration,,,xgboost,cough,,all,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.508,0.037,0.500,0.000,1.000,0.000,0.034,0.006,0.158
external_prevalence_recalibration,,,xgboost,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.500,0.039,0.502,0.095,0.910,0.052,0.119,0.264,0.406
external_prevalence_recalibration,,,xgboost,cough,,drop_high_shift,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.500,0.039,0.500,0.000,1.000,0.000,0.034,0.004,0.156
external_prevalence_recalibration,,,xgboost,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.484,0.042,0.503,0.056,0.950,0.046,0.116,0.268,0.403
external_prevalence_recalibration,,,xgboost,cough,,top_stable_120,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.484,0.042,0.500,0.000,1.000,0.000,0.033,0.003,0.154
external_prevalence_recalibration,,,xgboost,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.484,0.036,0.504,0.018,0.990,0.027,0.120,0.286,0.419
external_prevalence_recalibration,,,xgboost,cough,,top_stable_50,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.484,0.036,0.500,0.000,1.000,0.000,0.033,0.001,0.152
external_prevalence_recalibration,,,xgboost,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.480,0.042,0.508,0.056,0.960,0.052,0.113,0.264,0.397
external_prevalence_recalibration,,,xgboost,cough,,top_stable_80,,,,,coughvid,external,,,external_model_grid_predictions,platt,8331,0.480,0.042,0.500,0.000,1.000,0.000,0.033,0.003,0.154
temporal_holdout_metrics,temporal_early_to_late,audio_modality,logistic_regression,cough,,,,,,,,,,,,,848,0.521,0.810,0.505,0.487,0.524,0.608,0.433,0.447,1.659
temporal_holdout_metrics,temporal_early_to_late,audio_modality,logistic_regression,breath,,,,,,,,,,,,,848,0.546,0.831,0.535,0.727,0.343,0.771,0.425,0.434,1.670
temporal_holdout_metrics,temporal_early_to_late,audio_modality,logistic_regression,speech,,,,,,,,,,,,,2120,0.540,0.819,0.521,0.485,0.557,0.609,0.367,0.394,1.114
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,uniform_mean,,,,,,,424,0.548,0.823,0.536,0.531,0.542,0.646,0.351,0.404,0.981
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,validation_weighted_auprc,,,,,,,424,0.542,0.821,0.526,0.534,0.518,0.647,0.352,0.406,0.984
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,uniform_mean,,,,,,,424,0.573,0.820,0.567,0.616,0.518,0.711,0.331,0.402,0.899
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,validation_weighted_auprc,,,,,,,424,0.571,0.820,0.566,0.601,0.530,0.701,0.333,0.399,0.903
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,uniform_mean,,,,,,,424,0.550,0.816,0.530,0.481,0.578,0.607,0.333,0.394,0.907
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,validation_weighted_auprc,,,,,,,424,0.542,0.815,0.535,0.443,0.627,0.577,0.339,0.392,0.926
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,uniform_mean,,,,,,,424,0.566,0.822,0.556,0.510,0.602,0.635,0.330,0.396,0.892
temporal_holdout_metrics,temporal_early_to_late,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,validation_weighted_auprc,,,,,,,424,0.559,0.822,0.562,0.510,0.614,0.636,0.333,0.397,0.900
temporal_holdout_metrics,temporal_early_to_late,metadata_confounding,metadata_confounding_logistic_regression,metadata,,symptoms_only,,,,,coswara,,symptoms_only,,,none,3816,0.824,0.939,0.791,0.883,0.699,0.903,0.140,0.107,0.586
temporal_holdout_metrics,temporal_early_to_late,metadata_confounding,metadata_confounding_logistic_regression,metadata,,demographic_protocol_only,,,,,coswara,,demographic_protocol_only,,,none,3816,0.326,0.713,0.381,0.267,0.495,0.384,0.667,0.653,4.682
temporal_holdout_metrics,temporal_early_to_late,metadata_confounding,metadata_confounding_logistic_regression,metadata,,full_safe_metadata,,,,,coswara,,full_safe_metadata,,,none,3816,0.531,0.837,0.492,0.512,0.473,0.624,0.542,0.546,3.285
temporal_holdout_metrics,time_stratified_participant_split,audio_modality,logistic_regression,cough,,,,,,,,,,,,,888,0.715,0.549,0.662,0.636,0.688,0.555,0.218,0.141,0.657
temporal_holdout_metrics,time_stratified_participant_split,audio_modality,logistic_regression,breath,,,,,,,,,,,,,888,0.706,0.534,0.656,0.762,0.550,0.563,0.227,0.152,0.671
temporal_holdout_metrics,time_stratified_participant_split,audio_modality,logistic_regression,speech,,,,,,,,,,,,,2220,0.686,0.501,0.630,0.790,0.470,0.544,0.224,0.143,0.646
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,uniform_mean,,,,,,,444,0.774,0.630,0.716,0.657,0.774,0.616,0.185,0.117,0.552
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,validation_weighted_auprc,,,,,,,444,0.750,0.606,0.683,0.538,0.827,0.566,0.195,0.116,0.575
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,uniform_mean,,,,,,,444,0.772,0.641,0.701,0.650,0.751,0.598,0.190,0.140,0.565
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,validation_weighted_auprc,,,,,,,444,0.760,0.612,0.692,0.622,0.761,0.586,0.193,0.121,0.570
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,uniform_mean,,,,,,,444,0.775,0.666,0.699,0.580,0.817,0.591,0.187,0.133,0.557
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,validation_weighted_auprc,,,,,,,444,0.744,0.595,0.687,0.552,0.821,0.572,0.198,0.115,0.583
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,uniform_mean,,,,,,,444,0.787,0.670,0.721,0.734,0.708,0.625,0.183,0.129,0.548
temporal_holdout_metrics,time_stratified_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,validation_weighted_auprc,,,,,,,444,0.752,0.611,0.683,0.545,0.821,0.567,0.193,0.116,0.570
temporal_holdout_metrics,time_stratified_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,symptoms_only,,,,,coswara,,symptoms_only,,,none,3996,0.909,0.853,0.887,0.867,0.907,0.841,0.089,0.076,0.371
temporal_holdout_metrics,time_stratified_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,demographic_protocol_only,,,,,coswara,,demographic_protocol_only,,,none,3996,0.917,0.738,0.852,0.899,0.805,0.778,0.113,0.095,0.388
temporal_holdout_metrics,time_stratified_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,full_safe_metadata,,,,,coswara,,full_safe_metadata,,,none,3996,0.963,0.916,0.893,0.929,0.856,0.833,0.079,0.069,0.296
temporal_holdout_metrics,existing_participant_split,audio_modality,logistic_regression,cough,,,,,,,,,,,,,636,0.786,0.649,0.690,0.845,0.535,0.600,0.196,0.157,0.589
temporal_holdout_metrics,existing_participant_split,audio_modality,logistic_regression,breath,,,,,,,,,,,,,636,0.748,0.540,0.673,0.728,0.619,0.577,0.209,0.139,0.610
temporal_holdout_metrics,existing_participant_split,audio_modality,logistic_regression,speech,,,,,,,,,,,,,1590,0.739,0.602,0.669,0.647,0.692,0.565,0.211,0.156,0.606
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,uniform_mean,,,,,,,318,0.860,0.757,0.781,0.738,0.823,0.700,0.169,0.155,0.515
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough,,,,,validation_weighted_auprc,,,,,,,318,0.824,0.701,0.702,0.854,0.549,0.611,0.178,0.152,0.537
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,uniform_mean,,,,,,,318,0.847,0.751,0.740,0.680,0.800,0.648,0.180,0.189,0.541
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+speech,,,,,validation_weighted_auprc,,,,,,,318,0.814,0.725,0.738,0.728,0.749,0.647,0.190,0.179,0.564
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,uniform_mean,,,,,,,318,0.856,0.796,0.722,0.845,0.600,0.630,0.174,0.196,0.529
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,cough+speech,,,,,validation_weighted_auprc,,,,,,,318,0.849,0.792,0.748,0.757,0.740,0.658,0.180,0.194,0.543
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,uniform_mean,,,,,,,318,0.873,0.807,0.791,0.806,0.777,0.709,0.170,0.195,0.521
temporal_holdout_metrics,existing_participant_split,multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,validation_weighted_auprc,,,,,,,318,0.849,0.792,0.748,0.757,0.740,0.658,0.180,0.194,0.543
temporal_holdout_metrics,existing_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,symptoms_only,,,,,coswara,,symptoms_only,,,none,2862,0.932,0.898,0.912,0.893,0.930,0.876,0.075,0.096,0.281
temporal_holdout_metrics,existing_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,demographic_protocol_only,,,,,coswara,,demographic_protocol_only,,,none,2862,0.914,0.737,0.827,0.864,0.790,0.751,0.122,0.117,0.423
temporal_holdout_metrics,existing_participant_split,metadata_confounding,metadata_confounding_logistic_regression,metadata,,full_safe_metadata,,,,,coswara,,full_safe_metadata,,,none,2862,0.964,0.928,0.890,0.858,0.922,0.849,0.077,0.064,0.257
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_full,none,,,,demographic_protocol_full,,,,3816,0.326,0.713,0.381,0.267,0.495,0.384,0.667,0.653,4.682
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year,recording_year,,,,demographic_protocol_no_recording_year,,,,3816,0.326,0.713,0.381,0.267,0.495,0.384,0.667,0.653,4.682
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_month,recording_month,,,,demographic_protocol_no_recording_month,,,,3816,0.504,0.772,0.550,0.845,0.256,0.834,0.281,0.343,0.872
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year_month,recording_year;recording_month,,,,demographic_protocol_no_recording_year_month,,,,3816,0.504,0.772,0.550,0.845,0.256,0.834,0.281,0.343,0.872
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_only,recording_month,,,,recording_year_only,,,,,,,,,,,,,
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_month_only,recording_year,,,,recording_month_only,,,,3816,0.313,0.762,0.364,0.270,0.458,0.385,0.673,0.659,4.105
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_month_only,none,,,,recording_year_month_only,,,,3816,0.313,0.762,0.364,0.270,0.458,0.385,0.673,0.659,4.105
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_full,none,,,,full_safe_metadata_full,,,,3816,0.531,0.837,0.492,0.512,0.473,0.624,0.542,0.546,3.285
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year,recording_year,,,,full_safe_metadata_no_recording_year,,,,3816,0.531,0.837,0.492,0.512,0.473,0.624,0.542,0.546,3.285
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_month,recording_month,,,,full_safe_metadata_no_recording_month,,,,3816,0.779,0.935,0.723,0.745,0.701,0.819,0.201,0.177,0.921
temporal_metadata_ablation,temporal_early_to_late,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year_month,recording_year;recording_month,,,,full_safe_metadata_no_recording_year_month,,,,3816,0.779,0.935,0.723,0.745,0.701,0.819,0.201,0.177,0.921
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_full,none,,,,demographic_protocol_full,,,,3996,0.917,0.738,0.852,0.899,0.805,0.778,0.113,0.095,0.388
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year,recording_year,,,,demographic_protocol_no_recording_year,,,,3996,0.681,0.508,0.632,0.611,0.652,0.522,0.224,0.157,0.635
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_month,recording_month,,,,demographic_protocol_no_recording_month,,,,3996,0.901,0.830,0.855,0.864,0.846,0.789,0.117,0.098,0.391
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year_month,recording_year;recording_month,,,,demographic_protocol_no_recording_year_month,,,,3996,0.678,0.507,0.631,0.543,0.719,0.509,0.224,0.157,0.636
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_only,recording_month,,,,recording_year_only,,,,3996,0.877,0.735,0.854,0.874,0.834,0.786,0.122,0.101,0.409
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_month_only,recording_year,,,,recording_month_only,,,,3996,0.535,0.528,0.674,0.385,0.963,0.526,0.250,0.178,0.693
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_month_only,none,,,,recording_year_month_only,,,,3996,0.910,0.740,0.844,0.993,0.694,0.753,0.118,0.104,0.395
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_full,none,,,,full_safe_metadata_full,,,,3996,0.963,0.916,0.893,0.929,0.856,0.833,0.079,0.069,0.296
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year,recording_year,,,,full_safe_metadata_no_recording_year,,,,3996,0.927,0.890,0.893,0.879,0.907,0.848,0.085,0.070,0.361
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_month,recording_month,,,,full_safe_metadata_no_recording_month,,,,3996,0.955,0.911,0.896,0.870,0.922,0.855,0.071,0.055,0.305
temporal_metadata_ablation,time_stratified_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year_month,recording_year;recording_month,,,,full_safe_metadata_no_recording_year_month,,,,3996,0.928,0.889,0.891,0.869,0.913,0.847,0.084,0.069,0.360
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_full,none,,,,demographic_protocol_full,,,,2862,0.914,0.737,0.827,0.864,0.790,0.751,0.122,0.117,0.423
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year,recording_year,,,,demographic_protocol_no_recording_year,,,,2862,0.683,0.514,0.608,0.672,0.544,0.512,0.223,0.162,0.647
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_month,recording_month,,,,demographic_protocol_no_recording_month,,,,2862,0.852,0.707,0.809,0.787,0.831,0.736,0.143,0.087,0.486
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year_month,recording_year;recording_month,,,,demographic_protocol_no_recording_year_month,,,,2862,0.692,0.526,0.622,0.691,0.553,0.527,0.222,0.164,0.644
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_only,recording_month,,,,recording_year_only,,,,2862,0.810,0.625,0.793,0.796,0.791,0.713,0.157,0.095,0.508
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_month_only,recording_year,,,,recording_month_only,,,,2862,0.401,0.438,0.620,0.311,0.930,0.427,0.252,0.248,0.696
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_month_only,none,,,,recording_year_month_only,,,,2862,0.899,0.719,0.831,0.913,0.749,0.749,0.130,0.138,0.421
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_full,none,,,,full_safe_metadata_full,,,,2862,0.964,0.928,0.890,0.858,0.922,0.849,0.077,0.064,0.257
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year,recording_year,,,,full_safe_metadata_no_recording_year,,,,2862,0.961,0.943,0.919,0.912,0.926,0.883,0.067,0.083,0.249
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_month,recording_month,,,,full_safe_metadata_no_recording_month,,,,2862,0.948,0.919,0.894,0.850,0.937,0.858,0.080,0.053,0.281
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year_month,recording_year;recording_month,,,,full_safe_metadata_no_recording_year_month,,,,2862,0.958,0.940,0.915,0.908,0.922,0.877,0.069,0.077,0.253
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,cough,,,,,,,,,,,,,848,0.501,0.811,0.506,0.579,0.434,0.675,0.516,0.516,2.928
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,breath,,,,,,,,,,,,,848,0.579,0.846,0.563,0.705,0.422,0.764,0.427,0.433,1.921
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,speech,,,,,,,,,,,,,2120,0.536,0.820,0.520,0.560,0.480,0.664,0.409,0.436,1.317
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,uniform_mean,,,,,,,424,0.583,0.833,0.549,0.267,0.831,0.408,0.356,0.428,0.956
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,cough,,,,,,,,,,,,,311,0.751,0.647,0.697,0.465,0.929,0.577,0.197,0.134,0.617
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,cough,,,,,,,,,,,,,316,0.799,0.692,0.703,0.505,0.901,0.591,0.183,0.141,0.581
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,cough,,,,,,,,,,,,,311,0.752,0.649,0.690,0.455,0.924,0.564,0.196,0.140,0.632
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,cough,,,,,,,,,,,,,316,0.797,0.690,0.689,0.495,0.883,0.570,0.184,0.134,0.605
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,cough,,,,,,,,,,,,,311,0.762,0.690,0.734,0.673,0.795,0.642,0.182,0.115,0.550
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,cough,,,,,,,,,,,,,316,0.822,0.737,0.754,0.728,0.779,0.667,0.172,0.145,0.525
